,lam,hash,start_time,time
0,0.5,bb13ad41e88fe24270726024783f3bfd,4.0026421546936035,5.482544183731079
1,0.5,28add3d6491a57d4983327249aea6234,6.039204120635986,8.330011129379272
2,0.5,8b45792f225fa312a215da2a8b763187,8.155165195465088,8.212661743164062
3,0.5,8d860cefe36e9b553e868825a9581d5c,10.338806867599487,8.715517282485962
4,0.5,710018f1405d2877fcfbddb0971af06b,14.499298095703125,7.681901454925537
5,0.5,e39a77f3684d8eb0115546a709b538db,17.651278734207153,7.661757707595825
6,0.5,f5a0a34d753a1fbffdfa5cf41aa34481,21.865853548049927,7.303223371505737
7,0.5,2e0036b4176a15a3f1bc69d861afa704,25.999300479888916,8.970688581466675
8,0.5,339f40fc71bd9199ffc8629c427f2d12,28.17049765586853,13.66462516784668
9,0.5,4a467117c326cf0b84f031eb2310dc15,29.36033034324646,12.233373403549194
10,0.5,f2955485b3a586eaff592d98b405c658,31.489355087280273,12.307361841201782
11,0.5,52e46e518a90f0007498c86e3b65dabf,34.70633387565613,11.996913194656372
12,0.5,691958ae4f1495937d6084bdc0fd1d5a,37.98265361785889,11.830759048461914
13,0.5,a60b69a9869658d664c2f884ad37176e,41.35929775238037,9.151223421096802
14,0.5,6109660804171fdb0ec2702b161da441,46.636462450027466,9.276587009429932
15,0.5,fbda010f5951b8e3acac1d9a267ab029,49.02689027786255,10.391388654708862
16,0.5,3119cc38e803b82f38c2fe3ba76ffcf0,51.35487484931946,9.089066505432129
17,0.5,5ccb433c1cd32a0e7afb17e567797453,55.53277015686035,7.909970998764038
18,0.5,455f7641ebfcb41bb705f7bba892435f,60.889283657073975,6.037257432937622
19,0.5,9375784c95333b4c442b6ecf1149858f,64.11262392997742,4.603710174560547
20,0.5,4884172e5579971f892ac28f0f0b95ae,1.0007588863372803,2.824686050415039
21,0.5,fa467cd5980ff04e5e178330d267ef2b,4.088076591491699,3.1317031383514404
22,0.5,0ead5ed15e0be9891ee57b0aef35ae00,8.141444206237793,3.364908218383789
23,0.5,85fdf29e8732bf9cbef5415fa765ee7d,11.208107948303223,4.304993391036987
24,0.5,5eabccf262a8869a9a37878873491922,13.416819095611572,4.610450506210327
25,0.5,3f7c8aee853e590ce6301b9f2fd35a03,18.74142575263977,6.278760194778442
26,0.5,0a8acceb5bdf503497f5010da10f49e5,21.82485318183899,3.093787908554077
27,0.5,d48f9773ac1a8d4b88b4e3fc08a95c8b,24.998857021331787,2.8788516521453857
28,0.5,2a807d9e8593690049bbaf83955a916c,28.178099870681763,3.131166696548462
29,0.5,6e33e97613c381169b45d415219d6cb0,34.24810600280762,3.3283441066741943
30,0.5,f09190fc0977bf5a1fbf5ac2e36662b3,38.32478904724121,3.2365126609802246
31,0.5,e634d9a213f7b5503424850afe3e2d9a,43.45805025100708,3.7795252799987793
32,0.5,1311c373e264ebe5f646d27175c3fd81,47.528281450271606,3.8221142292022705
33,0.5,086e6cc710dfaa982694d6afc445c42a,50.61477303504944,4.2204155921936035
34,0.5,8df68e1dd85ed748f83911428c267b82,53.8380970954895,4.1293792724609375
35,0.5,7c12bd4c61514884136d0670591bf6eb,59.12146806716919,4.707528829574585
36,0.5,cb762645a899347f73a77658cf1f0b66,61.22809672355652,5.129672050476074
37,0.5,5c4faec944db26ba2282a5fd225c682a,65.43145895004272,8.294126272201538
38,0.5,ccdd468b7f33785254782e693f28c3a5,66.61477661132812,8.819729804992676
39,0.5,9aad6d98254e35f51a6eddf11e4ccdcc,66.98397612571716,8.48006558418274
40,0.5,be8a35f724ea2b39bed3c76f82a5bc38,3.002898931503296,4.318033218383789
41,0.5,29ad9dd56e55e167aeca33fc28a3ce93,7.102918386459351,3.290515899658203
42,0.5,5dfae87ac2521a437c98e5da0b820958,11.216206789016724,3.1565144062042236
43,0.5,e8e07badcf0e8eef097a9d9ad8d28219,15.29953646659851,2.8245506286621094
44,0.5,1301f517e111a714229cc28ee054a0b8,19.389533042907715,4.836188077926636
45,0.5,d4f84a6b707826d0b14dd4b86b583d16,21.502891302108765,4.377765893936157
46,0.5,7d8e987853583556095f162bafc35122,26.76952314376831,3.4353413581848145
47,0.5,cc19a0f8e4646270458c391d022bafc1,29.903469562530518,4.054608106613159
48,0.5,1277394155bfe3579d56dc07acf5a326,33.09623384475708,4.80251407623291
49,0.5,24ac1e27241122f143d57f20b3eab704,36.326651096343994,8.710766077041626
50,0.5,139e432a02feacbcc53a9f234c136c7a,38.47355842590332,12.35960340499878
51,0.5,47bc659d2b25f0e06c842ebd15d77689,38.814207792282104,10.58616328239441
52,0.5,c6b4331d69e56fb1f8547eb95662bd03,39.32383704185486,12.725566864013672
53,0.5,1e599d67c864630481a2f7b772ec3e1f,45.80958032608032,12.526799440383911
54,0.5,9a41d869722087ec7d2c9fc7d539a847,48.411237716674805,10.076554536819458
55,0.5,8ef07edd446b19b2716b89a6b4d9e20a,50.6580536365509,8.713215827941895
56,0.5,4959a15443590ce2c377408e3c2d465c,56.3995566368103,6.578101396560669
57,0.5,a937b78efa40e8175a29430719c3d549,60.016239404678345,6.313514471054077
58,0.5,a026eaafefeebaf02ed9a9354e7b18b4,62.191158294677734,5.909501791000366
59,0.5,3e7978be6c79a844c79fc8a851c676bf,67.73290133476257,3.5774734020233154
60,0.5,a33bc550c382f7ae39315425bb3af526,3.0015408992767334,3.305406093597412
61,0.5,e97cd6a2d79d369dc39aba402cc199df,8.114896059036255,4.646879434585571
62,0.5,cb2977b516866b2be5b6d3c6d5210dbf,9.260992288589478,7.402604579925537
63,0.5,d2a4076316977aefdfaa34f8563c6d52,11.798681259155273,8.74837613105774
64,0.5,4c1f79ad6f7fd113054485c7917cac98,13.12821626663208,11.789424896240234
65,0.5,e2b4cac1e08c945f908c606d296b4701,17.441738843917847,14.024066925048828
66,0.5,7b3a86632bdf43ef1f402a4d22a7c950,19.04099440574646,15.143263339996338
67,0.5,416fcc289ffe10fc1800b128ef5638a6,20.698243379592896,13.516525983810425
68,0.5,0044c764455fa11080379242309631a6,21.271867036819458,14.905116558074951
69,0.5,c70918d38f5b309eb9453c83ee32b041,26.1515634059906,13.37028956413269
70,0.5,62d7c42c49420db414ac43c79c19eaf1,32.898703813552856,10.570020198822021
71,0.5,c5d01703bf4eae2ba92d6d32f7a4b4ed,35.527876138687134,14.934076309204102
72,0.5,02c3b6494b47532e6a1549bbfaee0746,37.80438995361328,13.341741561889648
73,0.5,48f18180193e8da3c92506a4664a1277,39.588621377944946,14.15248990058899
